transcription_type,receipt_id,banner_id,total,transaction_date,transaction_time,sr_no,item_type,qty,upc,price,per_item,rejection_reason,worker_id,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9
UPC,745730694,discount_drug_mart,22.54,05/04/2019,,1,Item,,,,,,,745730694_1,,,,,,,,
UPC,745730768,duane_reade,12.61,05/07/2019,,1,Item,,,,,,,745730768_1,745730768_2,,,,,,,
UPC,745730799,fred_meyer,7.46,05/06/2019,,1,Item,,,,,,,745730799_1,,,,,,,,
UPC,745730848,winco_foods,285.65,05/05/2019,,1,Item,,,,,,,745730848_1,745730848_2,745730848_3,745730848_4,,,,,
UPC,745731091,walmart,48.0,05/03/2019,,1,Item,,,,,,,745731091_1,745731091_2,,,,,,,
UPC,745731293,walmart,35.01,05/06/2019,,1,Item,,,,,,,745731293_1,745731293_2,,,,,,,
UPC,745731445,walgreens,6.33,05/06/2019,,1,Item,,,,,,,745731445_1,,,,,,,,
UPC,745731495,dollar_general,0.54,05/03/2019,,1,Item,,,,,,,745731495_1,,,,,,,,
UPC,745731683,fred_meyer,27.84,05/06/2019,,1,Item,,,,,,,745731683_1,745731683_2,745731683_3,,,,,,
UPC,745732035,fred_meyer,8.56,05/06/2019,,1,Item,,,,,,,745732035_1,745732035_2,,,,,,,
UPC,745732192,dollar_general,46.77,05/03/2019,,1,Item,,,,,,,745732192_1,745732192_2,745732192_3,,,,,,
UPC,745732211,bjs,192.83,05/06/2019,,1,Item,,,,,,,745732211_1,745732211_2,745732211_3,745732211_4,,,,,
UPC,745732330,walmart,26.15,05/07/2019,,1,Item,,,,,,,745732330_1,,,,,,,,
UPC,745732364,dollar_general,15.5,05/06/2019,,1,Item,,,,,,,745732364_1,,,,,,,,
UPC,745732591,walgreens,6.8,05/07/2019,,1,Item,,,,,,,745732591_1,745732591_2,,,,,,,
UPC,745732665,walmart,242.02,05/05/2019,,1,Item,,,,,,,745732665_1,745732665_2,,,,,,,
UPC,745732699,walmart,22.94,05/06/2019,,1,Item,,,,,,,745732699_1,,,,,,,,
UPC,745732767,dollar_general,13.49,05/06/2019,,1,Item,,,,,,,745732767_1,,,,,,,,
UPC,745732919,bed_bath_and_beyond,52.35,05/04/2019,,1,Item,,,,,,,745732919_1,,,,,,,,
UPC,745732941,meijer,18.36,05/06/2019,,1,Item,,,,,,,745732941_1,,,,,,,,
UPC,745732959,total_wine_n_more,56.19,05/05/2019,,1,Item,,,,,,,745732959_1,745732959_2,745732959_3,,,,,,
UPC,745732983,commissary,80.82,05/02/2019,,1,Item,,,,,,,745732983_1,745732983_2,,,,,,,
UPC,745733111,walmart,63.75,05/05/2019,,1,Item,,,,,,,745733111_1,,,,,,,,
UPC,745733195,walgreens,18.04,05/01/2019,,1,Item,,,,,,,745733195_1,745733195_2,,,,,,,
UPC,745733229,total_wine_n_more,42.34,05/05/2019,,1,Item,,,,,,,745733229_1,,,,,,,,
UPC,745733271,bjs,654.06,05/07/2019,,1,Item,,,,,,,745733271_1,,,,,,,,
UPC,745733279,exchange,3.0,05/07/2019,,1,Item,,,,,,,745733279_1,745733279_2,,,,,,,
UPC,745733354,petsmart,13.58,04/30/2019,,1,Item,,,,,,,745733354_1,745733354_2,,,,,,,
UPC,745733383,exchange,3.0,05/07/2019,,1,Item,,,,,,,745733383_1,745733383_2,,,,,,,
UPC,745733429,petsmart,30.83,05/06/2019,,1,Item,,,,,,,745733429_1,,,,,,,,
UPC,745733464,walmart,21.72,05/07/2019,,1,Item,,,,,,,745733464_1,,,,,,,,
UPC,745733479,exchange,3.0,05/07/2019,,1,Item,,,,,,,745733479_1,745733479_2,,,,,,,
UPC,745733517,dollar_general,12.0,05/05/2019,,1,Item,,,,,,,745733517_1,,,,,,,,
UPC,745733821,walmart,61.37,05/05/2019,,1,Item,,,,,,,745733821_1,,,,,,,,
UPC,745733838,commissary,224.24,04/29/2019,,1,Item,,,,,,,745733838_1,745733838_2,745733838_3,745733838_4,,,,,
UPC,745733863,walmart,84.29,05/04/2019,,1,Item,,,,,,,745733863_1,745733863_2,,,,,,,
UPC,745734060,winco_foods,55.87,05/05/2019,,1,Item,,,,,,,745734060_1,745734060_2,,,,,,,
UPC,745734338,walmart,15.93,05/07/2019,,1,Item,,,,,,,745734338_1,,,,,,,,
UPC,745734356,exchange,176.21,04/30/2019,,1,Item,,,,,,,745734356_1,745734356_2,745734356_3,,,,,,
UPC,745734394,walmart,18.09,05/05/2019,,1,Item,,,,,,,745734394_1,,,,,,,,
UPC,745734560,exchange,12.4,05/01/2019,,1,Item,,,,,,,745734560_1,,,,,,,,
UPC,745734682,walmart,19.95,05/05/2019,,1,Item,,,,,,,745734682_1,,,,,,,,
UPC,745734980,petsmart,70.0,05/04/2019,,1,Item,,,,,,,745734980_1,745734980_2,,,,,,,
UPC,745734998,family_dollar,2.44,05/03/2019,,1,Item,,,,,,,745734998_1,,,,,,,,
UPC,745735064,commissary,179.34,05/02/2019,,1,Item,,,,,,,745735064_1,745735064_2,745735064_3,,,,,,
UPC,745735072,fred_meyer,40.0,05/06/2019,,1,Item,,,,,,,745735072_1,,,,,,,,
UPC,745735183,walmart,89.37,05/07/2019,,1,Item,,,,,,,745735183_1,,,,,,,,
UPC,745735277,fred_meyer,4.61,05/06/2019,,1,Item,,,,,,,745735277_1,,,,,,,,
UPC,745735414,winco_foods,55.48,05/05/2019,,1,Item,,,,,,,745735414_1,,,,,,,,
UPC,745735452,exchange,12.3,05/06/2019,,1,Item,,,,,,,745735452_1,,,,,,,,
UPC,745735668,walmart,57.02,05/07/2019,,1,Item,,,,,,,745735668_1,,,,,,,,
UPC,745736052,walmart,149.71,05/06/2019,,1,Item,,,,,,,745736052_1,745736052_2,,,,,,,
UPC,745736099,walmart,32.1,05/07/2019,,1,Item,,,,,,,745736099_1,,,,,,,,
UPC,745736412,commissary,165.73,05/07/2019,,1,Item,,,,,,,745736412_1,745736412_2,745736412_3,745736412_4,,,,,
UPC,745736426,walmart,413.49,05/05/2019,,1,Item,,,,,,,745736426_1,745736426_2,,,,,,,
UPC,745736560,walmart,66.7,05/05/2019,,1,Item,,,,,,,745736560_1,745736560_2,,,,,,,
UPC,745736597,walmart,167.84,05/06/2019,,1,Item,,,,,,,745736597_1,745736597_2,745736597_3,,,,,,
UPC,745736598,petsmart,23.02,05/07/2019,,1,Item,,,,,,,745736598_1,745736598_2,,,,,,,
UPC,745736791,petsmart,150.0,05/05/2019,,1,Item,,,,,,,745736791_1,745736791_2,745736791_3,,,,,,
UPC,745736936,walmart,23.0,05/07/2019,,1,Item,,,,,,,745736936_1,,,,,,,,
UPC,745736962,winco_foods,5.87,05/06/2019,,1,Item,,,,,,,745736962_1,,,,,,,,
UPC,745737036,walmart,25.6,05/06/2019,,1,Item,,,,,,,745737036_1,,,,,,,,
UPC,745737397,bjs,37.01,05/06/2019,,1,Item,,,,,,,745737397_1,,,,,,,,
UPC,745737467,bjs,61.0,05/06/2019,,1,Item,,,,,,,745737467_1,,,,,,,,
UPC,745737498,walmart,14.62,05/07/2019,,1,Item,,,,,,,745737498_1,,,,,,,,
UPC,745737499,walmart,48.45,05/06/2019,,1,Item,,,,,,,745737499_1,,,,,,,,
UPC,745737556,meijer,4.64,05/06/2019,,1,Item,,,,,,,745737556_1,745737556_2,,,,,,,
UPC,745737816,fred_meyer,11.46,05/06/2019,,1,Item,,,,,,,745737816_1,745737816_2,,,,,,,
UPC,745737887,walmart,31.86,04/30/2019,,1,Item,,,,,,,745737887_1,,,,,,,,
UPC,745738024,walgreens,13.68,05/04/2019,,1,Item,,,,,,,745738024_1,745738024_2,,,,,,,
UPC,745738119,winco_foods,288.5,05/03/2019,,1,Item,,,,,,,745738119_1,745738119_2,745738119_3,745738119_4,745738119_5,,,,
UPC,745738579,walmart,10.53,05/03/2019,,1,Item,,,,,,,745738579_1,,,,,,,,
UPC,745738684,bed_bath_and_beyond,198.34,05/04/2019,,1,Item,,,,,,,745738684_1,745738684_2,,,,,,,
UPC,745738912,dollar_general,22.22,05/04/2019,,1,Item,,,,,,,745738912_1,745738912_2,745738912_3,745738912_4,,,,,
UPC,745739269,walmart,58.99,05/05/2019,,1,Item,,,,,,,745739269_1,,,,,,,,
UPC,745739300,petsmart,36.8,05/04/2019,,1,Item,,,,,,,745739300_1,745739300_2,745739300_3,745739300_4,,,,,
UPC,745739487,dollar_general,8.4,05/07/2019,,1,Item,,,,,,,745739487_1,745739487_2,745739487_3,,,,,,
UPC,745739512,walgreens,12.36,05/07/2019,,1,Item,,,,,,,745739512_1,,,,,,,,
UPC,745739552,walgreens,13.49,05/06/2019,,1,Item,,,,,,,745739552_1,745739552_2,,,,,,,
UPC,745739596,walmart,66.44,05/02/2019,,1,Item,,,,,,,745739596_1,,,,,,,,
UPC,745739634,dollar_general,8.25,05/07/2019,,1,Item,,,,,,,745739634_1,,,,,,,,
UPC,745739636,walmart,2.05,05/07/2019,,1,Item,,,,,,,745739636_1,,,,,,,,
UPC,745739685,walgreens,24.08,05/05/2019,,1,Item,,,,,,,745739685_1,,,,,,,,
UPC,745739844,winco_foods,7.28,05/01/2019,,1,Item,,,,,,,745739844_1,745739844_2,,,,,,,
UPC,745739880,walmart,322.4,05/04/2019,,1,Item,,,,,,,745739880_1,745739880_2,745739880_3,,,,,,
UPC,745740341,walmart,5.93,05/03/2019,,1,Item,,,,,,,745740341_1,,,,,,,,
UPC,745740548,petsmart,1.97,05/03/2019,,1,Item,,,,,,,745740548_1,745740548_2,,,,,,,
UPC,745740565,walgreens,20.36,04/29/2019,,1,Item,,,,,,,745740565_1,,,,,,,,
UPC,745740800,dollar_general,30.88,05/03/2019,,1,Item,,,,,,,745740800_1,,,,,,,,
UPC,745740869,petsmart,14.71,04/25/2019,,1,Item,,,,,,,745740869_1,745740869_2,,,,,,,
UPC,745741132,walmart,12.67,05/02/2019,,1,Item,,,,,,,745741132_1,,,,,,,,
UPC,745741165,walmart,15.25,05/04/2019,,1,Item,,,,,,,745741165_1,,,,,,,,
UPC,745741213,exchange,10.95,05/07/2019,,1,Item,,,,,,,745741213_1,745741213_2,,,,,,,
UPC,745741365,total_wine_n_more,133.88,05/04/2019,,1,Item,,,,,,,745741365_1,745741365_2,,,,,,,
UPC,745741461,walgreens,30.09,05/02/2019,,1,Item,,,,,,,745741461_1,,,,,,,,
UPC,745741587,petsmart,83.38,05/06/2019,,1,Item,,,,,,,745741587_1,745741587_2,,,,,,,
UPC,745741592,petsmart,14.98,05/06/2019,,1,Item,,,,,,,745741592_1,745741592_2,,,,,,,
UPC,745741926,petsmart,162.82,05/03/2019,,1,Item,,,,,,,745741926_1,745741926_2,745741926_3,,,,,,
UPC,745741968,walgreens,2.14,05/06/2019,,1,Item,,,,,,,745741968_1,,,,,,,,
UPC,745741970,walgreens,46.47,05/07/2019,,1,Item,,,,,,,745741970_1,,,,,,,,
UPC,745742019,walmart,43.16,05/01/2019,,1,Item,,,,,,,745742019_1,,,,,,,,
UPC,745742137,walmart,1.27,05/05/2019,,1,Item,,,,,,,745742137_1,,,,,,,,
UPC,745742225,winco_foods,111.59,05/05/2019,,1,Item,,,,,,,745742225_1,745742225_2,745742225_3,,,,,,
UPC,745742238,walmart,17.79,05/05/2019,,1,Item,,,,,,,745742238_1,,,,,,,,
UPC,745742248,staples,5.07,05/06/2019,,1,Item,,,,,,,745742248_1,,,,,,,,
UPC,745742276,dollar_general,2.87,05/04/2019,,1,Item,,,,,,,745742276_1,,,,,,,,
UPC,745742491,walmart,114.08,05/05/2019,,1,Item,,,,,,,745742491_1,745742491_2,,,,,,,
UPC,745742519,walmart,25.82,05/05/2019,,1,Item,,,,,,,745742519_1,,,,,,,,
UPC,745742526,bjs,25.64,05/07/2019,,1,Item,,,,,,,745742526_1,,,,,,,,
UPC,745742536,meijer,17.29,05/03/2019,,1,Item,,,,,,,745742536_1,,,,,,,,
UPC,745742583,dollar_general,16.05,05/07/2019,,1,Item,,,,,,,745742583_1,,,,,,,,
UPC,745742678,dollar_general,6.41,05/06/2019,,1,Item,,,,,,,745742678_1,745742678_2,745742678_3,745742678_4,,,,,
UPC,745742721,ulta_beauty_supply,36.46,05/06/2019,,1,Item,,,,,,,745742721_1,745742721_2,,,,,,,
UPC,745742800,bjs,12.67,05/03/2019,,1,Item,,,,,,,745742800_1,,,,,,,,
UPC,745743136,walmart,56.16,05/06/2019,,1,Item,,,,,,,745743136_1,,,,,,,,
UPC,745743194,bjs,9.75,05/03/2019,,1,Item,,,,,,,745743194_1,,,,,,,,
UPC,745743196,walmart,11.43,05/02/2019,,1,Item,,,,,,,745743196_1,,,,,,,,
UPC,745743398,walmart,58.39,04/27/2019,,1,Item,,,,,,,745743398_1,,,,,,,,
UPC,745743477,walmart,40.43,04/30/2019,,1,Item,,,,,,,745743477_1,745743477_2,,,,,,,
UPC,745743648,bjs,46.6,05/07/2019,,1,Item,,,,,,,745743648_1,,,,,,,,
UPC,745743730,walmart,145.73,05/07/2019,,1,Item,,,,,,,745743730_1,745743730_2,,,,,,,
UPC,745743861,walmart,16.29,05/07/2019,,1,Item,,,,,,,745743861_1,,,,,,,,
UPC,745743913,family_dollar,13.46,05/03/2019,,1,Item,,,,,,,745743913_1,,,,,,,,
UPC,745743918,walgreens,5.62,05/03/2019,,1,Item,,,,,,,745743918_1,,,,,,,,
UPC,745744084,walmart,113.94,05/04/2019,,1,Item,,,,,,,745744084_1,,,,,,,,
UPC,745744169,petsmart,63.75,05/04/2019,,1,Item,,,,,,,745744169_1,745744169_2,,,,,,,
UPC,745744472,walmart,12.71,05/03/2019,,1,Item,,,,,,,745744472_1,,,,,,,,
UPC,745744512,walmart,47.33,05/06/2019,,1,Item,,,,,,,745744512_1,,,,,,,,
UPC,745744584,walmart,53.25,04/30/2019,,1,Item,,,,,,,745744584_1,,,,,,,,
UPC,745744734,walgreens,32.23,05/04/2019,,1,Item,,,,,,,745744734_1,,,,,,,,
UPC,745744852,dollar_general,0.4,05/06/2019,,1,Item,,,,,,,745744852_1,,,,,,,,
UPC,745744883,walgreens,13.49,05/07/2019,,1,Item,,,,,,,745744883_1,,,,,,,,
UPC,745744948,walgreens,16.11,05/05/2019,,1,Item,,,,,,,745744948_1,,,,,,,,
UPC,745744960,shopko,36.9,05/06/2019,,1,Item,,,,,,,745744960_1,745744960_2,,,,,,,
UPC,745744973,walmart,167.43,04/24/2019,,1,Item,,,,,,,745744973_1,,,,,,,,
UPC,745745250,walgreens,32.47,05/01/2019,,1,Item,,,,,,,745745250_1,745745250_2,,,,,,,
UPC,745745564,walmart,4.0,05/05/2019,,1,Item,,,,,,,745745564_1,,,,,,,,
UPC,745745683,walmart,105.3,04/29/2019,,1,Item,,,,,,,745745683_1,745745683_2,,,,,,,
UPC,745746030,bjs,64.81,05/07/2019,,1,Item,,,,,,,745746030_1,,,,,,,,
UPC,745746076,walmart,49.45,05/04/2019,,1,Item,,,,,,,745746076_1,,,,,,,,
UPC,745746189,walmart,122.35,05/04/2019,,1,Item,,,,,,,745746189_1,,,,,,,,
UPC,745746363,walmart,67.68,05/04/2019,,1,Item,,,,,,,745746363_1,,,,,,,,
UPC,745746373,walmart,15.01,05/07/2019,,1,Item,,,,,,,745746373_1,,,,,,,,
UPC,745746439,total_wine_n_more,68.18,05/01/2019,,1,Item,,,,,,,745746439_1,745746439_2,,,,,,,
UPC,745746460,fred_meyer,17.52,05/06/2019,,1,Item,,,,,,,745746460_1,,,,,,,,
UPC,745746562,walmart,106.48,05/07/2019,,1,Item,,,,,,,745746562_1,745746562_2,745746562_3,,,,,,
UPC,745746686,dollar_general,16.67,05/05/2019,,1,Item,,,,,,,745746686_1,745746686_2,,,,,,,
UPC,745746730,walmart,32.01,05/07/2019,,1,Item,,,,,,,745746730_1,745746730_2,,,,,,,
UPC,745746741,dollar_general,9.5,05/06/2019,,1,Item,,,,,,,745746741_1,,,,,,,,
UPC,745746826,fred_meyer,100.0,05/06/2019,,1,Item,,,,,,,745746826_1,,,,,,,,
UPC,745747117,walmart,66.95,05/04/2019,,1,Item,,,,,,,745747117_1,,,,,,,,
UPC,745747360,walmart,14.65,04/30/2019,,1,Item,,,,,,,745747360_1,,,,,,,,
UPC,745747386,walmart,34.01,05/07/2019,,1,Item,,,,,,,745747386_1,,,,,,,,
UPC,745747425,walmart,54.26,05/06/2019,,1,Item,,,,,,,745747425_1,,,,,,,,
UPC,745747453,walmart,37.11,04/30/2019,,1,Item,,,,,,,745747453_1,,,,,,,,
UPC,745747665,petsmart,19.68,05/06/2019,,1,Item,,,,,,,745747665_1,,,,,,,,
UPC,745747718,walmart,31.58,04/30/2019,,1,Item,,,,,,,745747718_1,745747718_2,745747718_3,745747718_4,,,,,
UPC,745747923,walmart,6.06,05/03/2019,,1,Item,,,,,,,745747923_1,,,,,,,,
UPC,745747962,walmart,104.9,05/04/2019,,1,Item,,,,,,,745747962_1,,,,,,,,
UPC,745747967,dollar_general,31.43,05/04/2019,,1,Item,,,,,,,745747967_1,745747967_2,,,,,,,
UPC,745747991,meijer,8.35,05/06/2019,,1,Item,,,,,,,745747991_1,,,,,,,,
UPC,745748041,walmart,140.25,05/03/2019,,1,Item,,,,,,,745748041_1,,,,,,,,
UPC,745748144,walmart,26.56,05/06/2019,,1,Item,,,,,,,745748144_1,,,,,,,,
UPC,745748176,walmart,127.16,05/05/2019,,1,Item,,,,,,,745748176_1,,,,,,,,
UPC,745748394,walmart,20.0,05/07/2019,,1,Item,,,,,,,745748394_1,745748394_2,,,,,,,
UPC,745748576,winco_foods,34.08,05/01/2019,,1,Item,,,,,,,745748576_1,,,,,,,,
UPC,745748740,fred_meyer,58.28,05/06/2019,,1,Item,,,,,,,745748740_1,745748740_2,,,,,,,
UPC,745748744,petsmart,12.91,05/05/2019,,1,Item,,,,,,,745748744_1,,,,,,,,
UPC,745748867,dollar_general,0.95,05/05/2019,,1,Item,,,,,,,745748867_1,,,,,,,,
UPC,745748938,fred_meyer,37.02,05/06/2019,,1,Item,,,,,,,745748938_1,,,,,,,,
UPC,745748980,walmart,24.24,04/29/2019,,1,Item,,,,,,,745748980_1,,,,,,,,
UPC,745749134,walmart,229.26,05/06/2019,,1,Item,,,,,,,745749134_1,745749134_2,745749134_3,,,,,,
UPC,745749334,walmart,75.5,05/06/2019,,1,Item,,,,,,,745749334_1,,,,,,,,
UPC,745749643,walmart,60.5,05/04/2019,,1,Item,,,,,,,745749643_1,,,,,,,,
UPC,745750444,dollar_general,11.24,05/03/2019,,1,Item,,,,,,,745750444_1,,,,,,,,
UPC,745750724,walmart,0.0,05/07/2019,,1,Item,,,,,,,745750724_1,,,,,,,,
UPC,745750825,discount_drug_mart,10.36,05/06/2019,,1,Item,,,,,,,745750825_1,745750825_2,,,,,,,
UPC,745750922,walgreens,17.19,05/04/2019,,1,Item,,,,,,,745750922_1,,,,,,,,
UPC,745751011,walmart,5.33,05/06/2019,,1,Item,,,,,,,745751011_1,,,,,,,,
UPC,745751015,walmart,168.76,05/06/2019,,1,Item,,,,,,,745751015_1,,,,,,,,
UPC,745751069,commissary,120.74,05/04/2019,,1,Item,,,,,,,745751069_1,745751069_2,745751069_3,745751069_4,,,,,
UPC,745751248,walgreens,118.76,05/07/2019,,1,Item,,,,,,,745751248_1,,,,,,,,
UPC,745751394,walmart,4.64,05/07/2019,,1,Item,,,,,,,745751394_1,,,,,,,,
UPC,745751474,walgreens,94.95,05/01/2019,,1,Item,,,,,,,745751474_1,,,,,,,,
UPC,745751531,petsmart,15.35,05/06/2019,,1,Item,,,,,,,745751531_1,,,,,,,,
UPC,745751641,walmart,44.33,05/07/2019,,1,Item,,,,,,,745751641_1,,,,,,,,
UPC,745751854,walmart,52.26,05/01/2019,,1,Item,,,,,,,745751854_1,745751854_2,,,,,,,
UPC,745752015,fred_meyer,8.91,05/06/2019,,1,Item,,,,,,,745752015_1,,,,,,,,
UPC,745752059,walmart,21.33,05/02/2019,,1,Item,,,,,,,745752059_1,,,,,,,,
UPC,745752071,dollar_general,8.55,05/07/2019,,1,Item,,,,,,,745752071_1,,,,,,,,
UPC,745752278,fred_meyer,15.6,05/07/2019,,1,Item,,,,,,,745752278_1,,,,,,,,
UPC,745752428,walmart,203.08,05/05/2019,,1,Item,,,,,,,745752428_1,745752428_2,745752428_3,,,,,,
UPC,745752669,walmart,125.0,05/04/2019,,1,Item,,,,,,,745752669_1,,,,,,,,
UPC,745752755,ulta_beauty_supply,34.79,05/02/2019,,1,Item,,,,,,,745752755_1,745752755_2,745752755_3,745752755_4,745752755_5,,,,
UPC,745752782,dollar_general,5.2,05/06/2019,,1,Item,,,,,,,745752782_1,,,,,,,,
UPC,745753339,bjs,142.92,05/04/2019,,1,Item,,,,,,,745753339_1,,,,,,,,
UPC,745753345,walmart,5.15,05/05/2019,,1,Item,,,,,,,745753345_1,,,,,,,,
UPC,745753648,walmart,34.47,05/07/2019,,1,Item,,,,,,,745753648_1,,,,,,,,
UPC,745753719,meijer,17.27,05/04/2019,,1,Item,,,,,,,745753719_1,,,,,,,,
UPC,745753727,walmart_neighborhood_market,0.0,05/04/2019,,1,Item,,,,,,,745753727_1,,,,,,,,
UPC,745753741,bjs,204.51,05/06/2019,,1,Item,,,,,,,745753741_1,745753741_2,,,,,,,
UPC,745753870,fred_meyer,29.16,05/01/2019,,1,Item,,,,,,,745753870_1,,,,,,,,
UPC,745754046,petsmart,33.48,05/05/2019,,1,Item,,,,,,,745754046_1,745754046_2,,,,,,,
UPC,745754160,walmart,22.63,05/05/2019,,1,Item,,,,,,,745754160_1,,,,,,,,
UPC,745754287,fred_meyer,40.34,05/04/2019,,1,Item,,,,,,,745754287_1,745754287_2,,,,,,,
UPC,745754836,walmart,21.26,05/04/2019,,1,Item,,,,,,,745754836_1,,,,,,,,
UPC,745755049,bjs,17.52,05/07/2019,,1,Item,,,,,,,745755049_1,745755049_2,,,,,,,
UPC,745755096,walmart,63.22,05/03/2019,,1,Item,,,,,,,745755096_1,,,,,,,,
UPC,745755122,babies_r_us,11.8,05/07/2019,,1,Item,,,,,,,745755122_1,,,,,,,,
UPC,745755156,exchange,43.6,05/04/2019,,1,Item,,,,,,,745755156_1,745755156_2,,,,,,,
UPC,745755165,walmart,76.26,05/06/2019,,1,Item,,,,,,,745755165_1,,,,,,,,
UPC,745755224,walmart,9.19,05/06/2019,,1,Item,,,,,,,745755224_1,,,,,,,,
UPC,745755484,dollar_general,8.55,05/06/2019,,1,Item,,,,,,,745755484_1,,,,,,,,
UPC,745755546,walgreens,79.7,05/02/2019,,1,Item,,,,,,,745755546_1,745755546_2,,,,,,,
UPC,745755561,walmart,34.89,05/07/2019,,1,Item,,,,,,,745755561_1,,,,,,,,
UPC,745755575,walgreens,24.1,05/07/2019,,1,Item,,,,,,,745755575_1,745755575_2,,,,,,,
UPC,745755633,fred_meyer,14.23,05/06/2019,,1,Item,,,,,,,745755633_1,745755633_2,,,,,,,
UPC,745755682,staples,58.4,05/07/2019,,1,Item,,,,,,,745755682_1,745755682_2,745755682_3,,,,,,
UPC,745755788,walmart,219.47,05/06/2019,,1,Item,,,,,,,745755788_1,,,,,,,,
UPC,745755959,walmart_neighborhood_market,5.46,05/06/2019,,1,Item,,,,,,,745755959_1,,,,,,,,
UPC,745756219,winco_foods,34.1,05/01/2019,,1,Item,,,,,,,745756219_1,,,,,,,,
UPC,745756228,bed_bath_and_beyond,69.02,05/04/2019,,1,Item,,,,,,,745756228_1,745756228_2,745756228_3,,,,,,
UPC,745756297,dollar_general,5.0,05/04/2019,,1,Item,,,,,,,745756297_1,,,,,,,,
UPC,745756436,walmart,47.15,05/06/2019,,1,Item,,,,,,,745756436_1,,,,,,,,
UPC,745756528,walmart,22.86,05/04/2019,,1,Item,,,,,,,745756528_1,,,,,,,,
UPC,745756585,winco_foods,41.39,05/06/2019,,1,Item,,,,,,,745756585_1,,,,,,,,
UPC,745756600,dollar_general,18.9,05/04/2019,,1,Item,,,,,,,745756600_1,,,,,,,,
UPC,745756755,walgreens,20.43,05/04/2019,,1,Item,,,,,,,745756755_1,745756755_2,,,,,,,
UPC,745757059,exchange,18.1,04/28/2019,,1,Item,,,,,,,745757059_1,745757059_2,,,,,,,
UPC,745757060,walmart,85.6,05/06/2019,,1,Item,,,,,,,745757060_1,,,,,,,,
UPC,745757086,dollar_general,18.0,05/04/2019,,1,Item,,,,,,,745757086_1,,,,,,,,
UPC,745757246,petsmart,23.33,05/04/2019,,1,Item,,,,,,,745757246_1,745757246_2,,,,,,,
UPC,745757421,bjs,22.32,05/05/2019,,1,Item,,,,,,,745757421_1,745757421_2,745757421_3,745757421_4,,,,,
UPC,745757611,walmart,16.79,05/07/2019,,1,Item,,,,,,,745757611_1,,,,,,,,
UPC,745757676,walmart,10.0,05/07/2019,,1,Item,,,,,,,745757676_1,,,,,,,,
UPC,745757993,walmart,63.82,05/06/2019,,1,Item,,,,,,,745757993_1,745757993_2,,,,,,,
UPC,745757999,walgreens,9.23,05/07/2019,,1,Item,,,,,,,745757999_1,,,,,,,,
UPC,745758168,dollar_general,1.19,05/06/2019,,1,Item,,,,,,,745758168_1,745758168_2,,,,,,,
UPC,745758283,exchange,31.5,04/30/2019,,1,Item,,,,,,,745758283_1,745758283_2,745758283_3,,,,,,
UPC,745758433,walmart,0.0,04/30/2019,,1,Item,,,,,,,745758433_1,,,,,,,,
UPC,745758652,walmart,134.49,05/06/2019,,1,Item,,,,,,,745758652_1,,,,,,,,
UPC,745758725,dollar_general,13.23,05/06/2019,,1,Item,,,,,,,745758725_1,,,,,,,,
UPC,745758862,walmart,240.05,05/07/2019,,1,Item,,,,,,,745758862_1,745758862_2,745758862_3,,,,,,
UPC,745758921,walmart,7.98,05/07/2019,,1,Item,,,,,,,745758921_1,,,,,,,,
UPC,745759028,walmart,31.18,05/04/2019,,1,Item,,,,,,,745759028_1,,,,,,,,
UPC,745759043,walmart,88.78,05/06/2019,,1,Item,,,,,,,745759043_1,,,,,,,,
UPC,745759243,walmart,4.55,05/01/2019,,1,Item,,,,,,,745759243_1,,,,,,,,
UPC,745759773,walmart,51.04,05/07/2019,,1,Item,,,,,,,745759773_1,,,,,,,,
