transcription_type,receipt_id,banner_id,total,transaction_date,transaction_time,sr_no,item_type,qty,upc,price,per_item,rejection_reason,worker_id,image_1,image_2,image_3,image_4,image_5,image_6,image_7,image_8,image_9
UPC,745792811,staples,109.07,05/06/2019,,1,Item,,,,,,,745792811_1,,,,,,,,
UPC,745793698,walmart,52.08,04/29/2019,,1,Item,,,,,,,745793698_1,,,,,,,,
UPC,745793824,winco_foods,72.9,05/06/2019,,1,Item,,,,,,,745793824_1,745793824_2,,,,,,,
UPC,745794021,walmart,82.16,05/02/2019,,1,Item,,,,,,,745794021_1,,,,,,,,
UPC,745794081,walmart,107.55,05/04/2019,,1,Item,,,,,,,745794081_1,,,,,,,,
UPC,745794178,walmart,6.36,05/06/2019,,1,Item,,,,,,,745794178_1,,,,,,,,
UPC,745794355,walmart,27.15,05/03/2019,,1,Item,,,,,,,745794355_1,,,,,,,,
UPC,745794563,walmart,8.12,05/07/2019,,1,Item,,,,,,,745794563_1,,,,,,,,
UPC,745794767,walmart,243.18,05/06/2019,,1,Item,,,,,,,745794767_1,,,,,,,,
UPC,745795357,walmart,24.26,05/06/2019,,1,Item,,,,,,,745795357_1,,,,,,,,
UPC,745795773,walmart,2.5,05/02/2019,,1,Item,,,,,,,745795773_1,,,,,,,,
UPC,745795799,walmart,183.96,05/07/2019,,1,Item,,,,,,,745795799_1,745795799_2,,,,,,,
UPC,745796045,bjs,52.24,05/06/2019,,1,Item,,,,,,,745796045_1,,,,,,,,
UPC,745796281,walgreens,46.28,05/06/2019,,1,Item,,,,,,,745796281_1,,,,,,,,
UPC,745796730,walmart,8.0,05/07/2019,,1,Item,,,,,,,745796730_1,,,,,,,,
UPC,745796918,ulta_beauty_supply,28.35,05/06/2019,,1,Item,,,,,,,745796918_1,,,,,,,,
UPC,745797199,walgreens,15.87,05/06/2019,,1,Item,,,,,,,745797199_1,745797199_2,,,,,,,
UPC,745797485,petsmart,12.3,05/07/2019,,1,Item,,,,,,,745797485_1,,,,,,,,
UPC,745797792,dollar_general,8.57,05/01/2019,,1,Item,,,,,,,745797792_1,,,,,,,,
UPC,745798011,walmart,25.74,05/07/2019,,1,Item,,,,,,,745798011_1,,,,,,,,
UPC,745798222,walmart,17.08,05/05/2019,,1,Item,,,,,,,745798222_1,,,,,,,,
UPC,745798229,walmart,9.5,05/07/2019,,1,Item,,,,,,,745798229_1,745798229_2,,,,,,,
UPC,745798385,walmart,72.52,05/05/2019,,1,Item,,,,,,,745798385_1,745798385_2,,,,,,,
UPC,745798566,walmart,8.34,05/07/2019,,1,Item,,,,,,,745798566_1,,,,,,,,
UPC,745799044,walmart,135.34,05/06/2019,,1,Item,,,,,,,745799044_1,,,,,,,,
UPC,745799248,walmart,23.4,05/07/2019,,1,Item,,,,,,,745799248_1,,,,,,,,
UPC,745799274,dollar_general,13.06,05/04/2019,,1,Item,,,,,,,745799274_1,,,,,,,,
UPC,745799328,walmart,217.23,05/04/2019,,1,Item,,,,,,,745799328_1,,,,,,,,
UPC,745799649,walmart,50.47,05/06/2019,,1,Item,,,,,,,745799649_1,,,,,,,,
UPC,745799867,petsmart,3.77,05/06/2019,,1,Item,,,,,,,745799867_1,745799867_2,,,,,,,
UPC,745799881,dollar_general,690.21,05/03/2019,,1,Item,,,,,,,745799881_1,745799881_2,,,,,,,
UPC,745800160,discount_drug_mart,15.89,05/06/2019,,1,Item,,,,,,,745800160_1,745800160_2,745800160_3,,,,,,
UPC,745800188,total_wine_n_more,8.05,05/06/2019,,1,Item,,,,,,,745800188_1,745800188_2,,,,,,,
UPC,745800582,petsmart,5.66,05/02/2019,,1,Item,,,,,,,745800582_1,745800582_2,,,,,,,
UPC,745800673,dollar_general,17.71,05/03/2019,,1,Item,,,,,,,745800673_1,,,,,,,,
UPC,745800775,walmart,93.01,04/30/2019,,1,Item,,,,,,,745800775_1,,,,,,,,
UPC,745801055,walmart,16.77,05/06/2019,,1,Item,,,,,,,745801055_1,,,,,,,,
UPC,745801218,walmart,209.08,05/07/2019,,1,Item,,,,,,,745801218_1,,,,,,,,
UPC,745801311,bjs,65.4,05/05/2019,,1,Item,,,,,,,745801311_1,745801311_2,,,,,,,
UPC,745801548,walmart,12.35,05/05/2019,,1,Item,,,,,,,745801548_1,,,,,,,,
UPC,745801550,walmart,14.07,05/02/2019,,1,Item,,,,,,,745801550_1,,,,,,,,
UPC,745801837,dollar_general,29.95,04/25/2019,,1,Item,,,,,,,745801837_1,,,,,,,,
UPC,745801846,walmart,64.88,05/03/2019,,1,Item,,,,,,,745801846_1,,,,,,,,
UPC,745801858,shopko,47.75,05/06/2019,,1,Item,,,,,,,745801858_1,,,,,,,,
UPC,745801863,cub,56.58,05/07/2019,,1,Item,,,,,,,745801863_1,745801863_2,,,,,,,
UPC,745802422,dollar_general,49.6,05/06/2019,,1,Item,,,,,,,745802422_1,745802422_2,,,,,,,
UPC,745802784,dollar_general,12.85,05/07/2019,,1,Item,,,,,,,745802784_1,,,,,,,,
UPC,745802786,exchange,3.39,05/03/2019,,1,Item,,,,,,,745802786_1,,,,,,,,
UPC,745802936,cub,145.43,05/06/2019,,1,Item,,,,,,,745802936_1,745802936_2,,,,,,,
UPC,745802939,walgreens,11.51,05/04/2019,,1,Item,,,,,,,745802939_1,,,,,,,,
UPC,745803628,dollar_general,103.44,05/04/2019,,1,Item,,,,,,,745803628_1,745803628_2,,,,,,,
UPC,745803663,winco_foods,42.43,05/06/2019,,1,Item,,,,,,,745803663_1,745803663_2,,,,,,,
UPC,745804213,walmart,48.98,05/07/2019,,1,Item,,,,,,,745804213_1,,,,,,,,
UPC,745804581,petsmart,77.0,05/05/2019,,1,Item,,,,,,,745804581_1,,,,,,,,
UPC,745804597,bjs,110.46,05/07/2019,,1,Item,,,,,,,745804597_1,745804597_2,745804597_3,,,,,,
UPC,745804739,walmart,74.27,05/05/2019,,1,Item,,,,,,,745804739_1,,,,,,,,
UPC,745805014,walmart,78.05,05/03/2019,,1,Item,,,,,,,745805014_1,,,,,,,,
UPC,745805033,walmart,20.34,05/07/2019,,1,Item,,,,,,,745805033_1,,,,,,,,
UPC,745805077,walmart,34.89,05/07/2019,,1,Item,,,,,,,745805077_1,,,,,,,,
UPC,745805232,petsmart,11.84,05/05/2019,,1,Item,,,,,,,745805232_1,,,,,,,,
UPC,745805341,dollar_general,14.97,05/04/2019,,1,Item,,,,,,,745805341_1,,,,,,,,
UPC,745805381,fred_meyer,53.98,05/05/2019,,1,Item,,,,,,,745805381_1,745805381_2,,,,,,,
UPC,745805783,bjs,127.87,05/07/2019,,1,Item,,,,,,,745805783_1,,,,,,,,
UPC,745805822,walmart,31.46,05/07/2019,,1,Item,,,,,,,745805822_1,745805822_2,745805822_3,,,,,,
UPC,745805958,walmart,70.54,05/05/2019,,1,Item,,,,,,,745805958_1,,,,,,,,
UPC,745806471,walgreens,23.03,05/05/2019,,1,Item,,,,,,,745806471_1,745806471_2,745806471_3,,,,,,
UPC,745806583,petsmart,31.13,05/02/2019,,1,Item,,,,,,,745806583_1,745806583_2,,,,,,,
UPC,745806592,winco_foods,80.96,05/06/2019,,1,Item,,,,,,,745806592_1,745806592_2,,,,,,,
UPC,745806647,bed_bath_and_beyond,8.68,05/05/2019,,1,Item,,,,,,,745806647_1,,,,,,,,
UPC,745806729,fred_meyer,14.77,04/30/2019,,1,Item,,,,,,,745806729_1,,,,,,,,
UPC,745807360,walmart,60.62,05/07/2019,,1,Item,,,,,,,745807360_1,,,,,,,,
UPC,745807837,dollar_general,10.6,05/02/2019,,1,Item,,,,,,,745807837_1,745807837_2,,,,,,,
UPC,745807968,petsmart,71.47,05/07/2019,,1,Item,,,,,,,745807968_1,745807968_2,,,,,,,
UPC,745808044,walgreens,7.44,05/06/2019,,1,Item,,,,,,,745808044_1,,,,,,,,
UPC,745808489,walgreens,25.49,05/06/2019,,1,Item,,,,,,,745808489_1,,,,,,,,
UPC,745809300,walgreens,58.4,05/02/2019,,1,Item,,,,,,,745809300_1,,,,,,,,
UPC,745809678,walmart,1.97,05/07/2019,,1,Item,,,,,,,745809678_1,,,,,,,,
UPC,745810984,walmart,28.57,04/29/2019,,1,Item,,,,,,,745810984_1,,,,,,,,
UPC,745811173,walmart,8.61,04/29/2019,,1,Item,,,,,,,745811173_1,,,,,,,,
UPC,745811247,fred_meyer,17.87,05/04/2019,,1,Item,,,,,,,745811247_1,745811247_2,745811247_3,745811247_4,,,,,
UPC,745811371,dollar_general,33.52,05/01/2019,,1,Item,,,,,,,745811371_1,,,,,,,,
UPC,745811437,walmart,76.94,05/07/2019,,1,Item,,,,,,,745811437_1,,,,,,,,
UPC,745811831,walmart,48.77,05/07/2019,,1,Item,,,,,,,745811831_1,,,,,,,,
UPC,745811915,walmart,67.49,05/05/2019,,1,Item,,,,,,,745811915_1,,,,,,,,
UPC,745811920,walgreens,16.89,05/07/2019,,1,Item,,,,,,,745811920_1,745811920_2,745811920_3,745811920_4,,,,,
UPC,745812345,walmart,206.38,05/05/2019,,1,Item,,,,,,,745812345_1,745812345_2,745812345_3,,,,,,
UPC,745812441,dollar_general,3.73,05/06/2019,,1,Item,,,,,,,745812441_1,,,,,,,,
UPC,745812687,walmart,166.6,05/07/2019,,1,Item,,,,,,,745812687_1,745812687_2,,,,,,,
UPC,745812714,walmart,45.24,05/06/2019,,1,Item,,,,,,,745812714_1,,,,,,,,
UPC,745812835,walmart,28.1,05/07/2019,,1,Item,,,,,,,745812835_1,,,,,,,,
UPC,745812887,bjs,34.32,05/06/2019,,1,Item,,,,,,,745812887_1,,,,,,,,
UPC,745813230,walgreens,8.55,05/07/2019,,1,Item,,,,,,,745813230_1,,,,,,,,
UPC,745813492,dollar_general,3.2,05/07/2019,,1,Item,,,,,,,745813492_1,,,,,,,,
UPC,745813693,walmart,65.52,05/07/2019,,1,Item,,,,,,,745813693_1,,,,,,,,
UPC,745813993,walmart,26.6,05/07/2019,,1,Item,,,,,,,745813993_1,,,,,,,,
UPC,745814057,walmart,2.08,05/07/2019,,1,Item,,,,,,,745814057_1,,,,,,,,
UPC,745814371,walmart,10.33,05/06/2019,,1,Item,,,,,,,745814371_1,,,,,,,,
UPC,745814531,dollar_general,12.99,05/06/2019,,1,Item,,,,,,,745814531_1,,,,,,,,
UPC,745814918,bjs,45.3,04/24/2019,,1,Item,,,,,,,745814918_1,745814918_2,,,,,,,
UPC,745814938,dollar_general,5.96,05/05/2019,,1,Item,,,,,,,745814938_1,,,,,,,,
UPC,745814976,walmart,62.87,05/03/2019,,1,Item,,,,,,,745814976_1,,,,,,,,
UPC,745815180,dollar_general,12.77,05/05/2019,,1,Item,,,,,,,745815180_1,745815180_2,,,,,,,
UPC,745815244,walmart,21.33,05/07/2019,,1,Item,,,,,,,745815244_1,,,,,,,,
UPC,745815373,walmart,29.43,05/07/2019,,1,Item,,,,,,,745815373_1,,,,,,,,
UPC,745815384,walmart,2.81,05/07/2019,,1,Item,,,,,,,745815384_1,,,,,,,,
UPC,745815396,walgreens,6.35,05/06/2019,,1,Item,,,,,,,745815396_1,,,,,,,,
UPC,745815576,fred_meyer,5.37,05/07/2019,,1,Item,,,,,,,745815576_1,,,,,,,,
UPC,745815687,dollar_general,1.67,05/05/2019,,1,Item,,,,,,,745815687_1,,,,,,,,
UPC,745815758,dollar_general,3.24,05/07/2019,,1,Item,,,,,,,745815758_1,,,,,,,,
UPC,745815818,walmart,45.54,05/05/2019,,1,Item,,,,,,,745815818_1,,,,,,,,
UPC,745815959,walmart,5.29,05/04/2019,,1,Item,,,,,,,745815959_1,,,,,,,,
UPC,745816090,fred_meyer,48.77,05/06/2019,,1,Item,,,,,,,745816090_1,745816090_2,,,,,,,
UPC,745816149,walmart,24.6,05/06/2019,,1,Item,,,,,,,745816149_1,,,,,,,,
UPC,745816828,walgreens,20.33,05/07/2019,,1,Item,,,,,,,745816828_1,,,,,,,,
UPC,745817142,dollar_general,193.95,04/26/2019,,1,Item,,,,,,,745817142_1,,,,,,,,
UPC,745817237,dollar_general,8.32,05/06/2019,,1,Item,,,,,,,745817237_1,745817237_2,,,,,,,
UPC,745817372,walmart,144.46,05/03/2019,,1,Item,,,,,,,745817372_1,,,,,,,,
UPC,745817815,exchange,82.23,05/07/2019,,1,Item,,,,,,,745817815_1,745817815_2,,,,,,,
UPC,745817951,staples,82.28,05/06/2019,,1,Item,,,,,,,745817951_1,,,,,,,,
UPC,745818029,petsmart,42.65,05/06/2019,,1,Item,,,,,,,745818029_1,745818029_2,,,,,,,
UPC,745818252,walmart,60.89,04/30/2019,,1,Item,,,,,,,745818252_1,,,,,,,,
UPC,745818469,walmart,41.41,04/30/2019,,1,Item,,,,,,,745818469_1,745818469_2,,,,,,,
UPC,745819462,dollar_general,17.64,05/06/2019,,1,Item,,,,,,,745819462_1,745819462_2,745819462_3,,,,,,
UPC,745820000,walmart,57.94,04/30/2019,,1,Item,,,,,,,745820000_1,,,,,,,,
UPC,745820038,walmart,54.94,05/02/2019,,1,Item,,,,,,,745820038_1,,,,,,,,
UPC,745820525,walmart,6.12,05/05/2019,,1,Item,,,,,,,745820525_1,,,,,,,,
UPC,745820648,dollar_general,6.06,04/29/2019,,1,Item,,,,,,,745820648_1,,,,,,,,
UPC,745821037,dollar_general,11.0,05/06/2019,,1,Item,,,,,,,745821037_1,,,,,,,,
UPC,745821116,dollar_general,4.22,05/02/2019,,1,Item,,,,,,,745821116_1,,,,,,,,
UPC,745821236,walmart,145.66,05/07/2019,,1,Item,,,,,,,745821236_1,745821236_2,,,,,,,
UPC,745821723,walmart,31.26,05/03/2019,,1,Item,,,,,,,745821723_1,,,,,,,,
UPC,745821762,petsmart,69.0,05/06/2019,,1,Item,,,,,,,745821762_1,,,,,,,,
UPC,745822236,walmart,37.9,05/05/2019,,1,Item,,,,,,,745822236_1,,,,,,,,
UPC,745822253,dollar_general,60.0,05/07/2019,,1,Item,,,,,,,745822253_1,,,,,,,,
UPC,745822316,walmart,81.98,05/07/2019,,1,Item,,,,,,,745822316_1,,,,,,,,
UPC,745822621,walmart,19.02,05/04/2019,,1,Item,,,,,,,745822621_1,,,,,,,,
UPC,745822876,staples,1.5,05/07/2019,,1,Item,,,,,,,745822876_1,745822876_2,,,,,,,
UPC,745823372,walmart,4.61,05/05/2019,,1,Item,,,,,,,745823372_1,,,,,,,,
UPC,745823500,petsmart,1.62,05/05/2019,,1,Item,,,,,,,745823500_1,,,,,,,,
UPC,745823724,walmart,18.0,05/05/2019,,1,Item,,,,,,,745823724_1,,,,,,,,
UPC,745824355,dollar_general,18.17,05/01/2019,,1,Item,,,,,,,745824355_1,,,,,,,,
UPC,745824366,walmart,107.66,05/07/2019,,1,Item,,,,,,,745824366_1,745824366_2,,,,,,,
UPC,745824511,walmart,40.54,05/06/2019,,1,Item,,,,,,,745824511_1,,,,,,,,
UPC,745824590,dollar_general,15.1,05/06/2019,,1,Item,,,,,,,745824590_1,,,,,,,,
UPC,745824882,walmart,2.0,05/07/2019,,1,Item,,,,,,,745824882_1,,,,,,,,
UPC,745825044,dollar_general,0.06,05/02/2019,,1,Item,,,,,,,745825044_1,,,,,,,,
UPC,745825453,dollar_general,6.0,05/07/2019,,1,Item,,,,,,,745825453_1,,,,,,,,
UPC,745825722,walmart,88.48,05/06/2019,,1,Item,,,,,,,745825722_1,,,,,,,,
UPC,745825879,walmart,48.81,05/05/2019,,1,Item,,,,,,,745825879_1,745825879_2,,,,,,,
UPC,745825959,walmart,6.3,05/06/2019,,1,Item,,,,,,,745825959_1,,,,,,,,
UPC,745826277,walmart,54.89,05/02/2019,,1,Item,,,,,,,745826277_1,,,,,,,,
UPC,745826716,dollar_general,1.96,05/04/2019,,1,Item,,,,,,,745826716_1,745826716_2,745826716_3,745826716_4,745826716_5,745826716_6,,,
UPC,745826879,walmart,23.26,05/07/2019,,1,Item,,,,,,,745826879_1,745826879_2,,,,,,,
UPC,745826954,walmart,61.11,05/07/2019,,1,Item,,,,,,,745826954_1,745826954_2,,,,,,,
UPC,745827274,dollar_general,35.02,05/02/2019,,1,Item,,,,,,,745827274_1,745827274_2,745827274_3,745827274_4,745827274_5,,,,
UPC,745827740,winco_foods,18.59,05/07/2019,,1,Item,,,,,,,745827740_1,,,,,,,,
UPC,745827768,walmart,42.75,05/05/2019,,1,Item,,,,,,,745827768_1,,,,,,,,
UPC,745827780,walmart,5.36,05/05/2019,,1,Item,,,,,,,745827780_1,,,,,,,,
UPC,745827822,petsmart,3.16,05/07/2019,,1,Item,,,,,,,745827822_1,,,,,,,,
UPC,745827859,walmart,14.38,05/02/2019,,1,Item,,,,,,,745827859_1,,,,,,,,
UPC,745827881,walmart,31.81,05/07/2019,,1,Item,,,,,,,745827881_1,,,,,,,,
UPC,745828461,walmart,129.48,05/07/2019,,1,Item,,,,,,,745828461_1,745828461_2,,,,,,,
UPC,745828919,walmart,160.38,05/07/2019,,1,Item,,,,,,,745828919_1,745828919_2,,,,,,,
UPC,745834364,walmart,51.78,05/03/2019,,1,Item,,,,,,,745834364_1,,,,,,,,
UPC,745834616,walmart,73.49,05/07/2019,,1,Item,,,,,,,745834616_1,,,,,,,,
UPC,745834663,family_dollar,10.54,05/06/2019,,1,Item,,,,,,,745834663_1,,,,,,,,
UPC,745835155,walmart,87.8,04/29/2019,,1,Item,,,,,,,745835155_1,,,,,,,,
UPC,745835371,walmart,20.94,05/07/2019,,1,Item,,,,,,,745835371_1,,,,,,,,
UPC,745835452,exchange,94.86,04/27/2019,,1,Item,,,,,,,745835452_1,745835452_2,,,,,,,
UPC,745835716,walmart,65.28,05/05/2019,,1,Item,,,,,,,745835716_1,,,,,,,,
UPC,745835924,walmart,71.08,05/07/2019,,1,Item,,,,,,,745835924_1,,,,,,,,
UPC,745836237,walmart,94.33,05/07/2019,,1,Item,,,,,,,745836237_1,,,,,,,,
UPC,745836525,fred_meyer,50.57,05/06/2019,,1,Item,,,,,,,745836525_1,,,,,,,,
UPC,745836527,walmart,54.07,05/07/2019,,1,Item,,,,,,,745836527_1,745836527_2,,,,,,,
UPC,745836558,walmart,102.2,05/07/2019,,1,Item,,,,,,,745836558_1,,,,,,,,
UPC,745837273,commissary,40.19,04/30/2019,,1,Item,,,,,,,745837273_1,745837273_2,,,,,,,
UPC,745837939,walmart,41.45,05/05/2019,,1,Item,,,,,,,745837939_1,745837939_2,,,,,,,
UPC,745837943,walmart,183.32,05/07/2019,,1,Item,,,,,,,745837943_1,,,,,,,,
UPC,745837953,petsmart,32.99,05/06/2019,,1,Item,,,,,,,745837953_1,745837953_2,,,,,,,
UPC,745838193,walmart,34.2,05/07/2019,,1,Item,,,,,,,745838193_1,,,,,,,,
UPC,745838395,walmart,3.63,05/07/2019,,1,Item,,,,,,,745838395_1,,,,,,,,
UPC,745838556,fred_meyer,48.4,04/28/2019,,1,Item,,,,,,,745838556_1,745838556_2,,,,,,,
UPC,745838723,walmart,85.77,05/05/2019,,1,Item,,,,,,,745838723_1,,,,,,,,
UPC,745839089,dollar_general,12.07,05/04/2019,,1,Item,,,,,,,745839089_1,,,,,,,,
UPC,745839175,walmart,64.32,05/04/2019,,1,Item,,,,,,,745839175_1,,,,,,,,
UPC,745839348,petsmart,58.82,05/04/2019,,1,Item,,,,,,,745839348_1,745839348_2,,,,,,,
UPC,745839419,walmart,52.57,05/01/2019,,1,Item,,,,,,,745839419_1,,,,,,,,
UPC,745839470,walmart,2.02,05/07/2019,,1,Item,,,,,,,745839470_1,,,,,,,,
UPC,745840460,walmart,53.74,05/07/2019,,1,Item,,,,,,,745840460_1,,,,,,,,
UPC,745840813,walmart,32.85,05/07/2019,,1,Item,,,,,,,745840813_1,,,,,,,,
UPC,745840979,walmart,98.34,05/06/2019,,1,Item,,,,,,,745840979_1,,,,,,,,
UPC,745841164,petsmart,9.39,05/06/2019,,1,Item,,,,,,,745841164_1,,,,,,,,
UPC,745841367,walmart,137.8,05/06/2019,,1,Item,,,,,,,745841367_1,,,,,,,,
UPC,745841373,fred_meyer,18.38,05/04/2019,,1,Item,,,,,,,745841373_1,,,,,,,,
UPC,745841618,walmart,49.24,05/05/2019,,1,Item,,,,,,,745841618_1,,,,,,,,
UPC,745841641,walmart,5.16,05/07/2019,,1,Item,,,,,,,745841641_1,,,,,,,,
UPC,745841644,cub,52.06,05/07/2019,,1,Item,,,,,,,745841644_1,745841644_2,745841644_3,,,,,,
UPC,745841843,petsmart,68.85,05/06/2019,,1,Item,,,,,,,745841843_1,745841843_2,,,,,,,
UPC,745842413,walmart,6.63,05/06/2019,,1,Item,,,,,,,745842413_1,,,,,,,,
UPC,745842881,walmart,209.9,05/01/2019,,1,Item,,,,,,,745842881_1,745842881_2,745842881_3,,,,,,
UPC,745843466,walmart,188.36,05/02/2019,,1,Item,,,,,,,745843466_1,745843466_2,745843466_3,,,,,,
UPC,745843872,walmart,31.99,05/07/2019,,1,Item,,,,,,,745843872_1,,,,,,,,
UPC,745843922,dollar_general,0.56,05/03/2019,,1,Item,,,,,,,745843922_1,,,,,,,,
UPC,745844091,walmart,6.62,04/29/2019,,1,Item,,,,,,,745844091_1,,,,,,,,
UPC,745844660,meijer,1.42,05/07/2019,,1,Item,,,,,,,745844660_1,,,,,,,,
UPC,745845059,dollar_general,14.3,04/26/2019,,1,Item,,,,,,,745845059_1,,,,,,,,
UPC,745845215,walmart,21.8,04/27/2019,,1,Item,,,,,,,745845215_1,745845215_2,,,,,,,
UPC,745845279,walmart,26.98,05/05/2019,,1,Item,,,,,,,745845279_1,,,,,,,,
UPC,745845354,dollar_general,52.21,05/05/2019,,1,Item,,,,,,,745845354_1,745845354_2,,,,,,,
UPC,745845551,walmart,1.43,05/05/2019,,1,Item,,,,,,,745845551_1,745845551_2,745845551_3,745845551_4,,,,,
UPC,745845824,walmart,77.14,05/03/2019,,1,Item,,,,,,,745845824_1,,,,,,,,
UPC,745846017,walmart,0.97,05/05/2019,,1,Item,,,,,,,745846017_1,745846017_2,745846017_3,745846017_4,,,,,
UPC,745846094,walmart,27.49,05/05/2019,,1,Item,,,,,,,745846094_1,,,,,,,,
UPC,745846178,dollar_general,25.09,05/01/2019,,1,Item,,,,,,,745846178_1,,,,,,,,
UPC,745846366,walmart,39.2,05/07/2019,,1,Item,,,,,,,745846366_1,,,,,,,,
UPC,745846387,walmart,13.5,05/06/2019,,1,Item,,,,,,,745846387_1,745846387_2,,,,,,,
UPC,745846417,walmart,60.58,05/07/2019,,1,Item,,,,,,,745846417_1,,,,,,,,
UPC,745846470,staples,4.28,04/30/2019,,1,Item,,,,,,,745846470_1,745846470_2,,,,,,,
UPC,745846481,petsmart,17.95,05/03/2019,,1,Item,,,,,,,745846481_1,745846481_2,,,,,,,
UPC,745846541,walmart,11.65,05/05/2019,,1,Item,,,,,,,745846541_1,,,,,,,,
UPC,745846575,dollar_general,40.43,05/03/2019,,1,Item,,,,,,,745846575_1,,,,,,,,
UPC,745846582,walmart,174.15,05/07/2019,,1,Item,,,,,,,745846582_1,745846582_2,,,,,,,
UPC,745846599,kmart,28.53,05/02/2019,,1,Item,,,,,,,745846599_1,745846599_2,,,,,,,
UPC,745846862,walmart,11.95,05/07/2019,,1,Item,,,,,,,745846862_1,,,,,,,,
UPC,745846994,walmart,142.31,04/30/2019,,1,Item,,,,,,,745846994_1,745846994_2,,,,,,,
UPC,745847045,dollar_general,34.13,05/07/2019,,1,Item,,,,,,,745847045_1,,,,,,,,
UPC,745847072,walmart,10.9,05/07/2019,,1,Item,,,,,,,745847072_1,,,,,,,,
UPC,745847094,walmart,154.21,05/04/2019,,1,Item,,,,,,,745847094_1,745847094_2,,,,,,,
UPC,745847137,dollar_general,22.06,04/30/2019,,1,Item,,,,,,,745847137_1,,,,,,,,
UPC,745847337,walmart,15.58,05/07/2019,,1,Item,,,,,,,745847337_1,,,,,,,,
UPC,745847615,walmart,8.55,05/05/2019,,1,Item,,,,,,,745847615_1,,,,,,,,
UPC,745847672,dollar_general,33.88,04/30/2019,,1,Item,,,,,,,745847672_1,745847672_2,,,,,,,
UPC,745847685,walmart,32.62,05/07/2019,,1,Item,,,,,,,745847685_1,,,,,,,,
UPC,745847775,walmart,58.15,05/07/2019,,1,Item,,,,,,,745847775_1,,,,,,,,
UPC,745848112,dollar_general,135.6,05/07/2019,,1,Item,,,,,,,745848112_1,,,,,,,,
UPC,745848213,walmart,4.36,05/07/2019,,1,Item,,,,,,,745848213_1,,,,,,,,
UPC,745848218,commissary,210.51,04/30/2019,,1,Item,,,,,,,745848218_1,745848218_2,745848218_3,,,,,,
UPC,745848246,dollar_general,17.0,05/07/2019,,1,Item,,,,,,,745848246_1,745848246_2,,,,,,,
UPC,745848642,dollar_general,21.4,04/30/2019,,1,Item,,,,,,,745848642_1,745848642_2,,,,,,,
UPC,745848658,commissary,26.78,04/28/2019,,1,Item,,,,,,,745848658_1,,,,,,,,
UPC,745849477,dollar_general,28.83,05/01/2019,,1,Item,,,,,,,745849477_1,,,,,,,,
UPC,745849975,dollar_general,136.24,05/03/2019,,1,Item,,,,,,,745849975_1,745849975_2,745849975_3,745849975_4,745849975_5,,,,
UPC,745850047,walmart,54.97,05/06/2019,,1,Item,,,,,,,745850047_1,745850047_2,,,,,,,
UPC,745850276,fred_meyer,0.38,05/07/2019,,1,Item,,,,,,,745850276_1,,,,,,,,
UPC,745850440,commissary,16.57,05/05/2019,,1,Item,,,,,,,745850440_1,,,,,,,,
UPC,745850459,walmart,9.35,05/06/2019,,1,Item,,,,,,,745850459_1,,,,,,,,
UPC,745850814,walmart,6.17,05/07/2019,,1,Item,,,,,,,745850814_1,,,,,,,,
UPC,745851533,walmart,7.57,05/07/2019,,1,Item,,,,,,,745851533_1,,,,,,,,
UPC,745851864,walmart,4.59,05/07/2019,,1,Item,,,,,,,745851864_1,,,,,,,,
UPC,745852082,walmart,48.56,05/04/2019,,1,Item,,,,,,,745852082_1,,,,,,,,
UPC,745852196,dollar_general,16.96,05/05/2019,,1,Item,,,,,,,745852196_1,,,,,,,,
UPC,745853017,walmart,119.56,05/07/2019,,1,Item,,,,,,,745853017_1,,,,,,,,
UPC,745853022,walmart,99.79,05/03/2019,,1,Item,,,,,,,745853022_1,745853022_2,,,,,,,
UPC,745853528,dollar_general,28.65,05/04/2019,,1,Item,,,,,,,745853528_1,745853528_2,,,,,,,
